交易日期,收盘价,S1上轨(20高),S1下轨(20低),S2上轨(55高),S2下轨(55低),ATR(20),做多开仓,做空开仓,多单加仓,空单加仓,平多仓,平空仓,持仓单位数,净持仓股数,累计收益率,策略净值,回撤幅度
2026-04-07,384.59,422.08,345.06,422.08,333.01,14.162955559896476,False,False,False,False,True,False,0,0,-0.05029153625489613,949708.4637451033,-0.1898314786479344
2026-04-08,391.3,422.08,366.5,422.08,333.01,14.107807781901652,False,False,False,False,False,False,0,0,-0.05029153625489613,949708.4637451033,-0.1898314786479344
2026-04-09,389.99,422.08,378.98,422.08,333.01,13.783417392806566,False,False,False,False,False,False,0,0,-0.05029153625489613,949708.4637451033,-0.1898314786479344
2026-04-10,416.0,422.08,381.49,422.08,333.01,14.544746523166237,False,False,False,False,False,False,0,0,-0.05029153625489613,949708.4637451033,-0.1898314786479344
2026-04-13,427.13,422.08,381.49,422.08,333.01,14.684009197007924,True,False,False,False,False,False,2,1292,-0.05029153625489613,949708.4637451033,-0.1898314786479344
2026-04-14,430.79,433.33,381.49,433.33,333.01,14.85430873715753,False,False,False,False,False,False,2,1292,-0.045562816254896,954437.1837451034,-0.18579754588168262
2026-04-15,431.0,433.33,381.49,433.33,333.01,14.731093300299651,False,False,False,False,False,False,2,1292,-0.045291496254896035,954708.5037451034,-0.18556609072296332
2026-04-16,453.98,439.46,381.49,439.46,333.01,15.444538635284669,False,False,True,False,False,False,4,2168,-0.015601336254896014,984398.6637451034,-0.16023828335453047
2026-04-17,444.2,460.0,381.49,460.0,333.01,15.503811703520435,False,False,False,False,False,False,4,2168,-0.036804376254896076,963195.6237451034,-0.17832597681071852
2026-04-20,432.5,460.0,381.49,460.0,333.01,15.638121118344413,False,False,False,False,False,False,4,2168,-0.062169976254896175,937830.0237451033,-0.19996462849143437
2026-04-21,447.6,460.0,381.49,460.0,333.01,16.10771506242719,False,False,False,False,False,False,4,2168,-0.029433176254896054,970566.8237451033,-0.17203782162145073
2026-04-22,436.35,460.0,381.49,460.0,333.01,16.04432930930583,False,False,False,False,False,False,4,2168,-0.05382317625489608,946176.8237451033,-0.1928442174682928
2026-04-23,438.9,460.0,381.49,460.0,333.01,15.672112843840539,False,False,False,False,False,False,4,2168,-0.04829477625489609,951705.2237451032,-0.18812810107634204
2026-04-24,444.9,460.0,381.49,460.0,333.01,15.411007201648511,False,False,False,False,False,False,4,2168,-0.03528677625489607,964713.2237451032,-0.1770313566246929
2026-04-27,434.88,460.0,381.49,460.0,334.2,15.388456841566084,False,False,False,False,False,False,4,2168,-0.05701013625489626,942989.8637451031,-0.195562919858947
2026-04-28,427.67,460.0,381.49,460.0,334.2,15.213033999487779,False,False,False,False,True,False,0,0,-0.08256885577749029,917431.1442225091,-0.21736631615765556
2026-04-29,445.0,460.0,381.49,460.0,334.2,15.326382299513387,False,False,False,False,False,False,0,0,-0.08256885577749029,917431.1442225091,-0.21736631615765556
2026-04-30,436.0,460.0,381.49,460.0,334.2,15.235063184537717,False,False,False,False,False,False,0,0,-0.08256885577749029,917431.1442225091,-0.21736631615765556
2026-05-06,460.0,460.0,381.49,460.0,334.2,15.96731002531083,False,False,False,False,False,False,0,0,-0.08256885577749029,917431.1442225091,-0.21736631615765556
2026-05-07,451.64,465.88,381.49,465.88,334.2,16.25644452404529,False,False,False,False,False,False,0,0,-0.08256885577749029,917431.1442225091,-0.21736631615765556
2026-05-08,437.0,468.75,381.49,468.75,334.2,16.408622297843024,False,False,False,False,False,False,0,0,-0.08256885577749029,917431.1442225091,-0.21736631615765556
2026-05-11,446.11,468.75,386.66,468.75,334.2,16.35869118295087,False,False,False,False,False,False,0,0,-0.08256885577749029,917431.1442225091,-0.21736631615765556
2026-05-12,431.25,468.75,386.66,468.75,334.2,16.418756623803326,False,False,False,False,False,False,0,0,-0.08256885577749029,917431.1442225091,-0.21736631615765556
2026-05-13,434.05,468.75,392.68,468.75,334.2,16.07281879261316,False,False,False,False,False,False,0,0,-0.08256885577749029,917431.1442225091,-0.21736631615765556
2026-05-14,427.0,468.75,414.4,468.75,334.2,16.4416778529825,False,False,False,False,False,False,0,0,-0.08256885577749029,917431.1442225091,-0.21736631615765556
2026-05-15,423.6,468.75,414.4,468.75,334.2,16.144593960333374,False,False,False,False,False,False,0,0,-0.08256885577749029,917431.1442225091,-0.21736631615765556
2026-05-18,417.23,468.75,421.0,468.75,334.2,15.817364262316707,False,True,False,False,False,False,1,-580,-0.0825688557774904,917431.144222509,-0.21736631615765564
2026-05-19,417.92,468.75,414.0,468.75,334.2,15.681496049200868,False,False,False,False,False,False,1,-580,-0.08296905577749036,917030.944222509,-0.21770771507597894
2026-05-20,414.75,468.75,406.8,468.75,334.2,15.413921246740824,False,False,False,False,False,False,1,-580,-0.08113045577749034,918869.544222509,-0.2161392591758558
2026-05-21,411.63,468.75,406.8,468.75,334.2,15.453225184403781,False,False,False,False,False,False,1,-580,-0.07932085577749048,920679.144222509,-0.21459554232778508
2026-05-22,411.16,468.75,406.8,468.75,334.2,15.00556392518359,False,False,False,False,False,False,1,-580,-0.07904825577749064,920951.744222509,-0.2143629952384924
2026-05-25,402.88,468.75,406.8,468.75,334.2,14.980285728924411,False,False,False,True,False,False,2,-1148,-0.07424585577749043,925754.1442225091,-0.21026620821861222
2026-05-26,402.5,468.75,400.0,468.75,334.2,14.651771442478188,False,False,False,False,False,False,2,-1148,-0.07380961577749057,926190.3842225091,-0.20989406463008306
2026-05-27,414.8,468.75,400.0,468.75,342.66,15.239182870354277,False,False,False,False,False,False,2,-1148,-0.0879300157774906,912069.9842225091,-0.22193976499563245
2026-05-28,415.68,468.75,400.0,468.75,344.66,15.196223726836562,False,False,False,False,False,False,2,-1148,-0.08894025577749065,911059.7442225091,-0.22280157120064736
2026-05-29,424.0,468.75,400.0,468.75,345.06,15.195412540494734,False,False,False,False,False,False,2,-1148,-0.09849161577749066,901508.3842225091,-0.23094955713897017
2026-06-01,420.1,468.75,400.0,468.75,366.5,15.438641913469997,False,False,False,False,False,True,0,0,-0.1086405918111012,891359.4081888986,-0.23960735184152915
2026-06-02,433.89,468.75,400.0,468.75,378.98,15.549209817796495,False,False,False,False,False,False,0,0,-0.1086405918111012,891359.4081888986,-0.23960735184152915
2026-06-03,426.42,468.75,400.0,468.75,381.49,15.616749326906668,False,False,False,False,False,False,0,0,-0.1086405918111012,891359.4081888986,-0.23960735184152915
2026-06-04,408.2,468.75,400.0,468.75,381.49,15.821911860561332,False,False,False,False,False,False,0,0,-0.1086405918111012,891359.4081888986,-0.23960735184152915
2026-06-05,403.0,455.5,400.0,468.75,381.49,15.528316267533265,False,False,False,False,False,False,0,0,-0.1086405918111012,891359.4081888986,-0.23960735184152915
2026-06-08,393.02,450.51,400.0,468.75,381.49,15.366900454156601,False,True,False,False,False,False,1,-580,-0.10864059181110097,891359.4081888987,-0.23960735184152904
2026-06-09,399.5,450.45,390.7,468.75,381.49,15.292055431448771,False,False,False,False,False,False,1,-580,-0.11239899181110091,887601.0081888987,-0.24281353298752215
2026-06-10,388.5,450.45,388.0,468.75,381.49,15.246452659876333,False,False,False,False,False,False,1,-580,-0.10601899181110097,893981.0081888987,-0.23737094153599067
2026-06-11,382.2,450.45,385.12,468.75,381.49,15.049630026882516,False,False,False,True,False,False,2,-1174,-0.10236499181110104,897635.0081888987,-0.23425382097738628
2026-06-12,394.85,438.24,380.03,468.75,380.03,15.164148525538392,False,False,False,False,False,False,2,-1174,-0.11721609181110104,882783.9081888987,-0.24692286014758047
2026-06-15,398.1,438.24,380.03,468.75,380.03,15.13044109926147,False,False,False,False,False,False,2,-1174,-0.12103159181110101,878968.4081888987,-0.25017775163399397
2026-06-16,403.53,438.24,380.03,468.75,380.03,14.919919044298393,False,False,False,False,False,False,2,-1174,-0.12740641181110102,872593.5881888987,-0.2556159241789864
2026-06-17,399.0,438.24,380.03,468.75,380.03,14.571423092083473,False,False,False,False,False,False,2,-1174,-0.12208819181110109,877911.8081888987,-0.25107910619946233
2026-06-18,391.55,438.24,380.03,468.75,380.03,14.841351937479297,False,False,False,False,False,False,2,-1174,-0.11334189181110099,886658.1081888988,-0.24361789340752976
2026-06-22,408.98,438.24,380.03,468.75,380.03,15.465784340605332,False,False,False,False,False,True,0,0,-0.137701523114221,862298.4768857787,-0.26439838260703125
2026-06-23,392.51,438.24,380.03,468.75,380.03,15.857995123575066,False,False,False,False,False,False,0,0,-0.137701523114221,862298.4768857787,-0.26439838260703125
2026-06-24,395.36,438.24,380.03,468.75,380.03,15.69559536739631,False,False,False,False,False,False,0,0,-0.137701523114221,862298.4768857787,-0.26439838260703125
2026-06-25,401.9,438.24,380.03,468.75,380.03,15.409315599026495,False,False,False,False,False,False,0,0,-0.137701523114221,862298.4768857787,-0.26439838260703125
2026-06-26,381.0,438.24,380.03,468.75,380.03,16.07934981907517,False,False,False,False,False,False,0,0,-0.137701523114221,862298.4768857787,-0.26439838260703125
2026-06-29,392.36,438.24,380.03,468.75,380.03,16.16538232812141,False,False,False,False,False,False,0,0,-0.137701523114221,862298.4768857787,-0.26439838260703125
2026-06-30,393.01,438.24,378.2,468.75,378.2,15.975113211715339,False,False,False,False,False,False,0,0,-0.137701523114221,862298.4768857787,-0.26439838260703125
2026-07-01,383.84,437.75,378.2,468.75,378.2,16.32685755112957,False,False,False,False,False,False,0,0,-0.137701523114221,862298.4768857787,-0.26439838260703125
2026-07-02,382.35,437.0,370.0,468.75,370.0,16.040514673573092,False,False,False,False,False,False,0,0,-0.137701523114221,862298.4768857787,-0.26439838260703125
2026-07-03,380.0,426.9,370.0,468.75,370.0,15.685988939894436,False,False,False,False,False,False,0,0,-0.137701523114221,862298.4768857787,-0.26439838260703125
