交易日期,收盘价,S1上轨(20高),S1下轨(20低),S2上轨(55高),S2下轨(55低),ATR(20),做多开仓,做空开仓,多单加仓,空单加仓,平多仓,平空仓,持仓单位数,净持仓股数,累计收益率,策略净值,回撤幅度
2025-08-18,283.0,292.2,257.72,,,7.494294753926435,False,False,False,False,False,False,0,0,0.0,1000000.0,0.0
2025-08-19,277.8,292.2,257.72,,,7.508580016230112,False,False,False,False,False,False,0,0,0.0,1000000.0,0.0
2025-08-20,279.2,292.2,257.72,,,7.530151015418606,False,False,False,False,False,False,0,0,0.0,1000000.0,0.0
2025-08-21,279.0,292.2,257.72,,,7.343643464647676,False,False,False,False,False,False,0,0,0.0,1000000.0,0.0
2025-08-22,287.18,292.2,257.72,,,7.513961291415292,False,False,False,False,False,False,0,0,0.0,1000000.0,0.0
2025-08-25,290.28,292.2,257.72,,,7.493263226844528,False,False,False,False,False,False,0,0,0.0,1000000.0,0.0
2025-08-26,289.5,293.88,257.72,,,7.389100065502302,False,False,False,False,False,False,0,0,0.0,1000000.0,0.0
2025-08-27,278.3,293.88,257.72,,,7.587145062227188,False,False,False,False,False,False,0,0,0.0,1000000.0,0.0
2025-08-28,277.41,293.88,257.72,,,7.521287809115828,False,False,False,False,False,False,0,0,0.0,1000000.0,0.0
2025-08-29,306.18,293.88,257.72,,,9.107723418660036,True,False,False,False,False,False,1,1097,0.0,1000000.0,0.0
2025-09-01,304.0,316.66,257.72,,,9.032337247727032,False,False,False,False,False,False,1,1097,-0.002391460000000012,997608.54,-0.002391459999999963
2025-09-02,302.87,316.66,257.72,,,9.184220385340682,False,False,False,False,False,False,1,1097,-0.0036310699999999585,996368.93,-0.003631069999999949
2025-09-03,309.0,316.66,257.72,,,9.164009366073646,False,False,False,False,False,False,1,1097,0.0030935400000000612,1003093.54,0.0
2025-09-04,304.03,316.66,257.72,,,9.840808897769962,False,False,False,False,False,False,1,1097,-0.0023585499999999593,997641.45,-0.0054352757570346666
2025-09-05,325.11,323.33,257.72,,,10.613268452881465,False,False,True,False,False,False,2,1569,0.020766210000000118,1020766.2100000001,0.0
2025-09-08,325.37,325.11,257.72,,,10.79010503023739,False,False,False,False,False,False,2,1569,0.021174150000000003,1021174.15,0.0
2025-09-09,320.0,337.65,257.72,,,11.121599778725518,False,False,False,False,False,False,2,1569,0.012748619999999988,1012748.62,-0.00825082577736621
2025-09-10,316.04,337.65,264.51,,,11.015519789789241,False,False,False,False,False,False,2,1569,0.0065353800000000906,1006535.38,-0.014335233613189306
2025-09-11,322.55,337.65,272.05,,,11.16174380029978,False,False,False,False,False,False,2,1569,0.016749570000000213,1016749.5700000001,-0.0043328358830861105
2025-09-12,325.0,337.65,272.05,,,10.98865661028479,False,False,False,False,False,False,2,1569,0.02059362000000009,1020593.62,-0.0005684926513269338
2025-09-15,354.7,337.65,272.05,,,12.76522377977055,False,False,False,False,False,False,2,1569,0.0671929200000001,1067192.92,0.0
2025-09-16,353.42,371.52,272.05,,,12.651962590782022,False,False,False,False,False,False,2,1569,0.06518460000000026,1065184.6,-0.001881871555144718
