股票代码,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(千元)
300750.SZ,2026-07-20,354.00,377.60,353.80,376.43,360.00,16.43,4.5639,447908,16632779.40
300750.SZ,2026-07-21,372.67,391.00,372.50,382.20,376.43,5.77,1.5328,440360,16935106.63
300750.SZ,2026-07-22,382.85,385.00,369.87,372.26,382.20,-9.94,-2.6007,311938,11690411.40
300750.SZ,2026-07-23,373.00,386.00,366.01,385.99,372.26,13.73,3.6883,359409,13610468.72
300750.SZ,2026-07-24,383.18,390.86,382.65,383.01,385.99,-2.98,-0.7720,254542,9822803.98
300750.SZ,2026-07-27,398.01,403.80,394.00,400.00,383.01,16.99,4.4359,473272,18875798.86
300750.SZ,2026-07-28,396.26,399.99,390.86,390.86,400.00,-9.14,-2.2850,371911,14652804.73
300750.SZ,2026-07-29,390.00,401.86,381.38,396.84,390.86,5.98,1.5300,404359,15926245.59
300750.SZ,2026-07-30,390.00,403.80,389.80,401.88,396.84,5.04,1.2700,452390,18103458.99
300750.SZ,2026-07-31,395.55,400.20,389.00,395.30,401.88,-6.58,-1.6373,394149,15602984.03
300750.SZ,2026-08-03,392.60,395.88,389.60,394.40,395.30,-0.90,-0.2277,215223,8458002.89
