股票代码,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(千元),RSI_14,DIF,DEA,MACD,BOLL_MID,BOLL_STD,BOLL_UPPER,BOLL_LOWER,K,D,J
300750.SZ,2025-12-02,383.5,384.98,377.4,380.08,382.97,-2.89,-0.7546,163484.61,6220569.502,50.13545212111913,-0.7833172604538845,0.9423803144088906,-3.45139514972555,384.7205,11.96448273454626,408.64946546909255,360.7915345309075,34.48061528539999,24.56958818370361,54.30266948879276
300750.SZ,2025-12-03,380.09,383.37,375.0,376.08,380.08,-4.0,-1.0524,139911.35,5294871.743,47.79281612817503,-0.9815069922994439,0.5576028530672237,-3.0782196907333352,384.0895,12.075827736694006,408.241155473388,359.93784452661197,40.557037891293874,29.898738086233696,61.87363750141423
300750.SZ,2025-12-04,379.19,383.6,375.15,383.35,376.08,7.27,1.9331,191658.09,7299943.081,52.16745739832667,-0.5456555629214677,0.3369511698694854,-1.765213465581906,383.523,11.815815494051444,407.1546309881029,359.89136901189715,57.484358948429005,39.09394504029879,94.26518676468942
300750.SZ,2025-12-05,387.2,389.31,382.0,389.09,383.35,5.74,1.4973,232915.59,9004580.816,55.348779739511386,0.25993351209461935,0.3215476383145122,-0.12322825243978575,383.209,11.56520320889998,406.3394064178,360.0785935822,71.33946464092526,49.84245157384095,114.33349077509388
300750.SZ,2025-12-08,390.43,395.38,385.5,392.5,389.09,3.41,0.8764,216597.58,8476698.7,57.171194967372784,1.1601536305590798,0.48926883676342575,1.3417695875913083,383.6085,11.749048460910977,407.10659692182196,360.110403078178,77.60755548272499,59.09748621013563,114.62769402790371
300750.SZ,2025-12-09,391.5,392.26,386.0,387.59,392.5,-4.91,-1.251,186917.73,7255076.087,53.76827375792695,1.4605522574978522,0.683525520910311,1.5540534731750824,383.70799999999997,11.775199003793517,407.258398007587,360.15760199241294,76.18509630858368,64.79335624295165,98.96857643984774
300750.SZ,2025-12-10,385.05,388.0,377.26,382.38,387.59,-5.21,-1.3442,194334.05,7399361.241,50.34403853982283,1.2636503013102356,0.799550476990296,0.9281996486398791,383.508,11.761388478719718,407.0307769574394,359.98522304256056,69.29337244209022,66.29336164266451,75.29339404094162
300750.SZ,2025-12-11,384.9,398.86,383.38,388.99,382.38,6.61,1.7286,282153.78,11089031.995,54.31890397785998,1.6222752609774034,0.9640954337877176,1.3163596543793716,382.1775,9.15660870053588,400.4907174010718,363.86428259892824,66.27881427673783,66.28851252068895,66.2594177888356
300750.SZ,2025-12-12,392.0,393.39,385.5,391.8,388.99,2.81,0.7224,240020.22,9355490.916,55.933805796267634,2.108921309024595,1.193060608835093,1.8317214003790037,381.56149999999997,7.935782570105649,397.4330651402113,365.68993485978865,67.65611926915241,66.74438143684344,69.47959493377036
300750.SZ,2025-12-15,391.5,394.97,385.21,385.5,391.8,-6.3,-1.608,182749.93,7099251.459,51.535037208125885,1.9635993089586918,1.347168348859813,1.2328619201977578,381.2975,7.6972085678403435,396.6919171356807,365.90308286431934,59.772981440681086,64.42058143812265,50.477781445797945
300750.SZ,2025-12-16,386.0,389.08,378.03,378.41,385.5,-7.09,-1.8392,191216.76,7292054.835,47.05055915455443,1.261781795414663,1.3300910381707831,-0.1366184855122401,380.968,7.671379207636732,396.3107584152735,365.62524158472655,44.43181189255028,57.75765825626519,17.780119165120453
300750.SZ,2025-12-17,376.45,384.5,375.06,383.42,378.41,5.01,1.324,222574.08,8453303.234,50.3390774776699,1.0972036090720394,1.2835135523510344,-0.37261988655798994,380.584,7.321765964717668,395.2275319294353,365.9404680705647,41.329891401756214,52.28173597142886,19.426202262410925
300750.SZ,2025-12-18,379.57,380.95,370.01,372.0,383.42,-11.42,-2.9785,296392.83,11079385.459,43.679727101366204,0.04475968975435762,1.035762779831699,-1.9820061801546829,380.21450000000004,7.567540429881267,395.34958085976257,365.0794191402375,29.852509923527837,44.80532728879518,-0.05312480700685285
300750.SZ,2025-12-19,374.08,377.68,370.8,374.0,372.0,2.0,0.5376,175599.45,6572807.89,45.05072612704622,-0.6207705568877486,0.7044561124878096,-2.6504533387511167,380.41450000000003,7.3325865867798905,395.0796731735598,365.74932682644027,24.511725275419487,38.040793284336615,-2.546410742414764
300750.SZ,2025-12-22,376.0,377.99,368.1,371.84,374.0,-2.16,-0.5775,254935.38,9489773.616,43.81033845056182,-1.3074307722696403,0.30207873553631964,-3.21901901561192,380.479,7.246415375167677,394.97183075033536,365.9861692496646,20.39403271503903,32.15853976123742,-3.1349813773577466
300750.SZ,2025-12-23,372.0,380.5,371.6,378.1,371.84,6.26,1.6835,236040.86,8879315.764,48.256796751266904,-1.3311397071440751,-0.024564952999759335,-2.6131495082886316,380.76599999999996,7.018000464969249,394.80200092993846,366.72999907006147,24.432606118651943,29.58322854704226,14.131361261871305
300750.SZ,2025-12-24,378.08,378.08,372.0,375.6,378.1,-2.5,-0.6612,210883.87,7902857.946,46.66849872297449,-1.5339755996281497,-0.32644708232543745,-2.4150570346054243,380.90500000000003,6.878480936950597,394.66196187390125,367.1480381260988,25.59246064776523,28.252972580616582,20.27143678206253
300750.SZ,2025-12-25,374.21,374.21,369.12,373.01,375.6,-2.59,-0.6896,203431.44,7559336.244,45.015472444665825,-1.882021092604191,-0.6375618843811882,-2.4889184164460056,380.9955,6.7548684002914445,394.5052368005829,367.4857631994171,23.15269613212877,26.552880431120645,16.352327534145026
300750.SZ,2025-12-26,372.96,378.0,370.1,374.43,373.01,1.42,0.3807,257236.89,9616116.053,46.14184145038939,-2.019982420803615,-0.9140459916656736,-2.2118728582758824,381.057,6.6854005115619435,394.4278010231239,367.68619897687614,25.492328085543736,26.19936298259501,24.078258291441195
300750.SZ,2025-12-29,374.0,374.43,368.0,369.31,374.43,-5.12,-1.3674,241240.72,8924502.783,42.7419806441441,-2.5134850862498297,-1.2339338105825048,-2.5591025513346497,380.374,7.16056334155448,394.695126683109,366.05287331689107,19.64135003682714,24.013358667339052,10.89733277580332
300750.SZ,2025-12-30,367.1,371.0,366.56,369.2,369.31,-0.11,-0.0298,190308.21,7014015.794,42.66923809601166,-2.8802636977960105,-1.563199788025206,-2.634127819541609,379.83000000000004,7.58479365156594,394.99958730313193,364.66041269686815,19.209591245306555,22.412102859994885,12.804568015929895
300750.SZ,2025-12-31,369.79,372.0,367.15,367.26,369.2,-1.94,-0.5255,160265.97,5920431.545,41.33317680766103,-3.289560174673568,-1.9084718653548784,-2.762176618637379,379.389,8.056071851976215,395.50114370395244,363.2768562960476,14.48023443135212,19.76814671711396,3.9044098598284407
300750.SZ,2026-01-05,370.0,378.0,368.19,377.5,367.26,10.24,2.7882,336881.35,12583419.574,50.19749939017192,-2.7558800904645295,-2.0779535103768088,-1.3558531601754416,379.0965,8.0107600500165,395.118020100033,363.074979899967,35.813221806458564,25.116505080228826,57.20665525891805
300750.SZ,2026-01-06,380.0,380.5,369.04,373.99,377.5,-3.51,-0.9298,341477.1,12764795.667,47.54561091715002,-2.586348627446455,-2.179632533790738,-0.8134321873114336,378.3415,7.725824960208629,393.79314992041725,362.88985007958274,41.64210004696474,30.625036735807463,63.6762266692793
300750.SZ,2026-01-07,372.95,375.48,368.49,371.01,373.99,-2.98,-0.7968,262285.35,9730943.679,45.354870432488596,-2.6617715709229515,-2.276060341217181,-0.7714224594115411,377.267,7.123998803155562,391.5149976063111,363.0190023936889,38.40224173384447,33.21743840181979,48.77184839789382
300750.SZ,2026-01-08,368.0,373.33,367.0,369.21,371.01,-1.8,-0.4852,269590.35,9962397.48,44.03503503264073,-2.8341197850891717,-2.3876722299915794,-0.8928951101951847,376.34799999999996,6.904367496469859,390.1567349929397,362.53926500706024,31.938175503098552,32.79101743557938,30.232491638136906
300750.SZ,2026-01-09,369.17,377.63,367.01,369.23,369.21,0.02,0.0054,314771.87,11681035.309,44.05451566515824,-2.935257334249684,-2.4971892508432005,-0.8761361668129668,375.69050000000004,6.925810972844458,389.54212194568896,361.8388780543111,27.676622023586543,31.086218964915098,20.85742814092943
300750.SZ,2026-01-12,368.0,368.0,351.66,361.68,369.23,-7.55,-2.0448,488307.39,17505537.199,38.59317832529557,-3.583325131064953,-2.714416426887551,-1.737817408354804,374.325,6.857557874345198,388.04011574869037,360.6098842513096,30.03221865835033,30.73488552939351,28.626884916263975
300750.SZ,2026-01-13,366.25,367.77,357.0,359.0,361.68,-2.68,-0.741,296709.2,10745692.37,36.8470205790999,-4.264024115680115,-3.024337964646064,-2.4793723020681027,372.68500000000006,6.362653782651446,385.41030756530296,359.95969243469716,28.505066715368066,29.991612591385024,25.531974963334157
300750.SZ,2026-01-14,360.03,361.22,351.71,353.98,359.0,-5.02,-1.3983,380833.65,13553362.724,33.76527470927215,-5.149198259003356,-3.4493100235175227,-3.3997764709716662,371.10900000000004,6.902178069657243,384.91335613931454,357.30464386068553,21.684838744133486,27.222687975634507,10.609140281131445
300750.SZ,2026-01-15,352.75,358.28,351.8,353.75,353.98,-0.23,-0.065,323709.12,11474019.06,33.62650808653031,-5.802378020763683,-3.919923622966755,-3.7649087955938567,369.876,7.687261095987906,385.2505221919758,354.50147780802416,16.87218560750829,23.772520519592433,3.071515783340004
300750.SZ,2026-01-16,357.99,361.72,351.51,352.32,353.75,-1.43,-0.4042,319818.42,11350569.563,32.725973917348284,-6.362078654384845,-4.408354629250374,-3.9074480502689433,368.321,7.944539269870909,384.21007853974186,352.4319214602582,12.17947937821468,19.908173472466515,-3.2779088102889915
300750.SZ,2026-01-19,351.47,355.34,345.33,348.9,352.32,-3.42,-0.9707,338642.84,11842421.264,30.614342505016552,-7.0009087387959426,-4.926865451159488,-4.1480865752729095,367.166,8.991686452671315,385.1493729053426,349.1826270946574,11.803863445125566,17.206736796686197,0.9981167420043064
300750.SZ,2026-01-20,350.0,356.91,347.9,349.6,348.9,0.7,0.2006,354405.89,12466608.9,31.587355255388303,-7.365793748077579,-5.414651110543106,-3.9022852750689445,365.946,9.647063583778685,385.2401271675574,346.6518728324427,12.275847043912439,15.563106879094942,5.701327373547436
300750.SZ,2026-01-21,351.94,357.69,349.0,349.81,349.6,0.21,0.0601,393935.73,13919426.405,31.895906977717573,-7.550979510357195,-5.841916790505924,-3.418125439702541,364.84450000000004,10.18155219011303,385.2076043802261,344.481395619774,12.807221042690868,14.644478266960249,9.132706594152104
300750.SZ,2026-01-22,351.03,353.73,339.5,345.8,349.81,-4.01,-1.1463,459948.18,15851213.229,29.188730528046236,-7.929903061882783,-6.259514044781296,-3.340778034202973,363.22950000000003,10.524248429222663,384.27799685844536,342.1810031415547,15.906568414425504,15.065174982782,17.589355277712507
300750.SZ,2026-01-23,348.01,350.0,343.25,347.0,345.8,1.2,0.347,339761.27,11775914.386,31.07405410601092,-8.040684726902725,-6.615748181205582,-2.8498730913942865,361.79949999999997,10.696545667201267,383.1925913344025,340.40640866559744,19.447675723990315,16.52600856318477,25.291010045601404
300750.SZ,2026-01-26,352.02,352.55,341.21,342.05,347.0,-4.95,-1.4265,332913.86,11468681.279,27.787494287453654,-8.430719538791266,-6.978742452722719,-2.9039541721370927,360.2515,11.216404938162595,382.6843098763252,337.81869012367486,16.790499687580713,16.61417227131675,17.143154520108638
300750.SZ,2026-01-27,344.89,344.9,334.02,339.4,342.05,-2.65,-0.7747,322948.85,10953698.562,26.190467389306036,-8.85162180407383,-7.3533183229929415,-2.996606962161776,358.5,11.613846545350247,381.7276930907005,335.2723069092995,17.667794015547173,16.965379519393558,19.072623007854403
300750.SZ,2026-01-28,337.88,344.0,333.01,339.99,339.4,0.59,0.1738,463081.71,15638344.009,27.193747819668886,-9.033449826114861,-7.689344623617326,-2.68821040499507,357.034,12.020876752331075,381.07575350466215,332.99224649533784,19.88255813738209,17.937772392056402,23.77212962803347
300750.SZ,2026-01-29,340.5,345.16,338.16,341.89,339.99,1.9,0.5588,338444.19,11569006.794,30.471376780307935,-8.921395429410666,-7.935754784775995,-1.971281289269342,355.6685,12.116898715169711,379.90229743033944,331.43470256966054,25.248555776082917,20.374700186731907,34.99626695478493
300750.SZ,2026-01-30,348.4,353.76,344.1,350.0,341.89,8.11,2.3721,486501.15,17048600.0,42.39261146089719,-8.084983632227477,-7.965600554266292,-0.23876615592237016,354.8055,11.859792966596158,378.5250859331923,331.0859140668077,39.77942616298559,26.842942178816465,65.65239413132383
300750.SZ,2026-02-02,357.0,357.99,344.13,348.98,350.0,-1.02,-0.2914,391917.47,13766144.458,41.430464502636795,-7.418906199879075,-7.856261683388849,0.8747109670195474,353.37949999999995,10.639216668335466,374.6579333366709,332.101066663329,47.829999080634664,33.83862781275586,75.81274161639229
300750.SZ,2026-02-03,349.0,352.8,343.5,347.91,348.98,-1.07,-0.3066,265163.25,9220045.792,40.394739776170546,-6.897860847470724,-7.664581516205224,1.5334413374690001,352.07550000000003,9.519454028461825,371.1144080569237,333.03659194307636,51.76923877860301,39.81549813470491,75.67672006639921
300750.SZ,2026-02-04,350.96,366.65,347.51,365.03,347.91,17.12,4.9208,485316.85,17369398.062,58.33996283979407,-5.0453283252423375,-7.140730878012647,4.190805105540619,351.7765,8.971580436373177,369.7196608727464,333.8333391272536,66.24092731891011,48.62397452943998,101.47483289785038
300750.SZ,2026-02-05,365.77,366.75,356.02,362.94,365.03,-2.09,-0.5726,284271.57,10268243.283,56.118704267411154,-3.703140983607625,-6.453212899131643,5.500143831048035,351.46299999999997,8.423110501846336,368.30922100369264,334.6167789963073,73.72987330053402,56.99260745313799,107.20440499532609
300750.SZ,2026-02-06,359.32,372.88,358.01,369.11,362.94,6.17,1.7,393726.18,14514523.059,60.85688783566352,-2.1171749355050906,-5.586005306406332,6.937660741802484,351.457,8.409820762843648,368.2766415256873,334.6373584743127,79.33467182496935,64.43996224374844,109.12409098741117
300750.SZ,2026-02-09,370.5,372.5,362.6,368.82,369.11,-0.29,-0.0786,274486.3,10080946.319,60.5260824877286,-0.8736154968435699,-4.64352734449378,7.53982369530042,351.81399999999996,8.997636180803449,369.8092723616069,333.81872763839306,82.82874953033237,70.56955800594308,107.34713257911096
300750.SZ,2026-02-10,365.17,370.8,364.0,364.97,368.82,-3.85,-1.0439,185634.99,6798020.174,56.161442271064814,-0.19648356630426633,-3.7541185888558775,7.115270045103222,352.1125,9.341056445944092,370.7946128918882,333.4303871081118,80.95841366538289,74.03250989242301,94.81022121130266
300750.SZ,2026-02-11,366.9,370.99,364.5,368.0,364.97,3.03,0.8302,196534.59,7239804.071,58.68646243730518,0.5779814341616429,-2.8876985842523735,6.931360036828033,352.81350000000003,9.991966391477634,372.7974327829553,332.82956721704477,81.76896286564441,76.61132755016348,92.08423349660626
300750.SZ,2026-02-12,370.0,377.88,368.03,375.87,368.0,7.87,2.1386,277545.8,10410892.196,64.41896158947097,1.8059755919721283,-1.9489637490074732,7.5098786819592025,353.9195,11.246540743011048,376.41258148602213,331.4264185139779,85.8971677975733,79.70660763263342,98.2782881274531
300750.SZ,2026-02-13,375.61,377.0,365.01,365.34,375.87,-10.53,-2.8015,223145.32,8229700.941,53.68535307903145,1.9074983584393408,-1.1776713275181103,6.170339371914903,354.5705,11.522523241117888,377.61554648223574,331.5254535177642,78.43988033508957,79.2843652001188,76.7509106050311
300750.SZ,2026-02-24,372.64,373.5,361.95,361.95,365.34,-3.39,-0.9279,226951.31,8316534.693,50.75342446379939,1.6948737639798992,-0.6031623092185084,4.596072146396815,355.223,11.553968605042687,378.3309372100854,332.11506278991465,68.14222732469915,75.57031924164558,53.28604349080629
300750.SZ,2026-02-25,363.69,366.6,360.1,362.18,361.95,0.23,0.0635,187166.39,6802110.619,50.94915424009174,1.5273203208680002,-0.17706578320120672,3.408772208138414,355.85200000000003,11.574151145411834,379.0003022908237,332.70369770917637,54.82125920457226,68.65396589595446,27.155845821807873
300750.SZ,2026-02-26,356.05,358.2,343.5,346.0,362.18,-16.18,-4.4674,435413.81,15108143.01,39.15840878178633,0.08792864525759114,-0.12406689750944716,0.4239910855340766,355.66150000000005,11.70939536171011,379.08029072342026,332.24270927657983,38.97139599482633,58.75977592891174,-0.6053638733445013
300750.SZ,2026-02-27,347.12,348.94,342.01,342.01,346.0,-3.99,-1.1532,254466.2,8775054.149,36.891128126373616,-1.359092509653749,-0.3710720199383075,-1.9760409794308829,355.472,11.906400136503164,379.2848002730063,331.6591997269937,25.980930663217553,47.83349417368035,-17.72419635770804
300750.SZ,2026-03-02,341.0,344.9,336.68,340.22,342.01,-1.79,-0.5234,283513.26,9643254.984,35.887240433923466,-2.6201023317677254,-0.8208780823041912,-3.5984484989270684,355.133,12.251820960253282,379.6366419205065,330.62935807949344,20.184698112047965,38.61722881980289,-16.68036330346189
300750.SZ,2026-03-03,346.33,354.35,344.03,344.07,340.22,3.85,1.1316,400074.79,13919957.238,39.688732029991264,-3.271091766965071,-1.3109208192363673,-3.920341895457408,355.234,12.146163093534236,379.52632618706843,330.9416738129315,19.435429809326465,32.223295816310745,-6.140302204642097
300750.SZ,2026-03-04,341.1,342.02,334.2,338.9,344.07,-5.17,-1.5026,250804.41,8468604.902,36.55427556130145,-4.156270478108752,-1.8799907510108442,-4.552559454195816,355.209,12.180933721016045,379.57086744203207,330.84713255796794,16.54364429290872,26.996745308510068,-4.3625577382939795
300750.SZ,2026-03-05,344.58,353.85,342.66,350.25,338.9,11.35,3.3491,310060.68,10819502.021,46.536792013766195,-3.8970085511915045,-2.2833943110469765,-3.227228480289056,355.72200000000004,11.71332601423633,379.1486520284727,332.29534797152735,23.529096195272484,25.840862270764205,18.905564044289036
300750.SZ,2026-03-06,349.0,357.02,344.66,354.77,350.25,4.52,1.2905,209631.13,7388868.682,49.916357290759166,-3.28890295544511,-2.4844960399266034,-1.608813831037013,356.366,11.258039186100982,378.88207837220193,333.84992162779804,33.13305310388817,28.271592548472192,42.855974214720135
300750.SZ,2026-03-09,348.84,359.85,345.06,357.5,354.77,2.73,0.7695,317976.13,11217996.825,51.894289286386915,-2.5572087940432766,-2.4990385907499384,-0.11634040658667644,356.741,11.159308080795192,379.0596161615904,334.4223838384096,46.05989548489663,34.201026860613666,69.77763273346255
300750.SZ,2026-03-10,375.0,379.77,366.5,376.3,357.5,18.8,5.2587,507417.28,19049080.513,62.791929821328445,-0.45508705740030564,-2.090248284080012,3.2703224533594124,358.107,11.812293373297038,381.7315867465941,334.482413253406,61.5017107343536,43.30125481852698,97.90262256600685
300750.SZ,2026-03-11,379.58,403.55,378.98,396.8,376.3,20.5,5.4478,575986.85,22642696.276,70.61023547023896,2.832388229797459,-1.1057209813045177,7.876218422203953,360.5515,14.372365763212853,389.2962315264257,331.80676847357427,71.09006142203722,52.56419035303039,108.14180356005089
300750.SZ,2026-03-12,400.0,400.9,392.7,395.5,396.8,-1.3,-0.3276,291503.75,11537671.607,69.61131817749288,5.272063873843592,0.16983598972510422,10.204455768236976,362.075,16.35084530246851,394.776690604937,329.37330939506296,76.8574454181041,60.66194204138829,109.24845217153573
300750.SZ,2026-03-13,393.88,403.99,393.8,397.0,395.5,1.5,0.3793,355826.39,14201304.444,70.13629264647923,7.243068280160742,1.584482447812232,11.31717166469702,363.778,18.123343365307477,400.024686730615,327.53131326938507,81.23304308859421,67.51897572379026,108.6611778182021
300750.SZ,2026-03-16,401.77,413.17,398.0,408.4,397.0,11.4,2.8715,373521.04,15195015.005,73.83571165134373,9.614162122373159,3.1904183827244177,12.847487479297483,365.74249999999995,20.680735219293286,407.10397043858654,324.38102956141336,85.47527257360417,73.50440800706156,109.4170017066894
300750.SZ,2026-03-17,415.78,420.0,404.56,405.0,408.4,-3.4,-0.8325,359806.78,14787230.79,71.01037403610219,11.091068555760444,4.770548417331623,12.641040276857641,367.5515,22.469153188315545,412.48980637663107,322.6131936233689,83.85188846515426,76.95356815975912,97.64852907594454
300750.SZ,2026-03-18,405.36,406.0,396.77,402.02,405.0,-2.98,-0.7358,265299.96,10653633.584,68.53501373856028,11.884074239402764,6.193253581745852,11.381641315313825,369.404,23.736683003317662,416.8773660066353,321.93063399336467,81.27954408428211,78.39556013460012,87.04751198364607
300750.SZ,2026-03-19,401.94,414.0,400.0,400.5,402.02,-1.52,-0.3781,292866.35,11867380.765,67.24734611029524,12.248690381978406,7.404340941792363,9.688698880372087,371.029,24.72730195765911,420.4836039153182,321.5743960846818,78.84609050508053,78.54573692476025,79.44679766572108
300750.SZ,2026-03-20,405.08,422.08,400.13,413.0,400.5,12.5,3.1211,537296.77,22252017.693,71.91977744303061,13.39192308192247,8.601857369818385,9.580131424208172,372.8855,26.44412928082603,425.773758561652,319.99724143834794,80.45178973578476,79.18108786176842,82.99319348381744
300750.SZ,2026-03-23,417.33,417.36,398.75,401.99,413.0,-11.01,-2.6659,446141.45,18193336.487,63.347644602265575,13.256713110859607,9.53282851802663,7.447769185665955,374.71799999999996,27.154066982391377,429.02613396478273,320.4098660352172,71.43035015641645,76.59750862665109,61.09603321594716
300750.SZ,2026-03-24,405.0,411.9,388.0,396.99,401.99,-5.0,-1.2438,364105.25,14439124.61,59.858387737121504,12.600845320301971,10.1464318784817,4.908826883640543,376.46999999999997,27.416047740040806,431.30209548008156,321.6379045199184,56.413269431351196,69.86942889488446,29.500950504284674
300750.SZ,2026-03-25,393.0,400.5,387.8,397.81,396.99,0.82,0.2066,267528.28,10553996.247,60.24512973996164,12.008802517781874,10.518906006341735,2.9797930228802763,378.25149999999996,27.595642729089754,433.44278545817946,323.06021454182047,47.3424129931295,62.36042359429947,17.30639179078956
300750.SZ,2026-03-26,393.84,413.72,392.0,402.5,397.81,4.69,1.179,267636.97,10811439.764,62.472148645086094,11.78222992301221,10.771570789675831,2.0213182666727576,381.0765,27.005933514692355,435.0883670293847,327.0646329706153,45.85565767025436,56.85883495295109,23.84930310486091
300750.SZ,2026-03-27,406.12,418.33,401.73,416.18,402.5,13.68,3.3988,302580.43,12465856.864,68.08766925766666,12.561727406619866,11.129602113064639,2.8642505871104547,384.785,26.445667538917014,437.67633507783404,331.893664922166,58.16670449117698,57.29479146569305,59.91053054214484
300750.SZ,2026-03-30,413.0,418.85,405.6,413.0,416.18,-3.18,-0.7641,253484.19,10440376.424,65.62923077203837,12.775616005952145,11.45880489164214,2.633622228620009,388.424,24.956060206943956,438.3361204138879,338.51187958611206,63.28188700812033,59.29048997983547,71.26468106469005
300750.SZ,2026-03-31,413.0,416.95,401.58,401.7,413.0,-11.3,-2.7361,249256.45,10159878.346,57.661851873472976,11.896176976871118,11.546279308687936,0.699795336366364,391.30550000000005,22.799131902910126,436.9037638058203,345.7072361941798,55.704066251232284,58.095015403634406,50.92216794642803
300750.SZ,2026-04-01,409.73,409.87,396.0,405.71,401.7,4.01,0.9983,231700.73,9384266.504,59.539028243434224,11.39147486603133,11.515318420156616,-0.24768710825057028,394.646,19.35021049797046,433.34642099594095,355.9455790040591,54.55144673458268,56.91382584728383,49.8266885091804
300750.SZ,2026-04-02,407.9,411.99,397.2,401.17,405.71,-4.54,-1.119,223056.38,8988161.794,56.48547051463363,10.504070364763322,11.313068809077958,-1.6179968886292713,397.192,16.31289080193222,429.81778160386443,364.5662183961356,50.72082492987208,54.84949220814658,42.46349037332307
300750.SZ,2026-04-03,400.0,400.8,385.13,386.46,401.17,-14.71,-3.6668,247515.01,9640031.385,47.91143840534639,8.515658628843823,10.753586773031131,-4.475856288374615,398.77650000000006,13.221662159620188,425.21982431924044,372.33317568075967,35.12863219919505,48.275872205162734,8.83415218725969
300750.SZ,2026-04-07,389.98,393.2,381.49,384.59,386.46,-1.87,-0.4839,172576.22,6675632.984,46.93606997494909,6.711567854219197,9.945182989268744,-6.467230270099094,400.131,9.685172008905115,419.5013440178102,380.76065598218975,26.184969646001523,40.91223801877567,-3.2695670995467623
300750.SZ,2026-04-08,396.5,397.65,388.22,391.3,384.59,6.71,1.7447,364184.43,14315333.338,50.80603392565669,5.7568919726276135,9.107524785940518,-6.701265626625808,400.881,8.211252164270485,417.30350432854095,384.458495671459,26.20932309019659,36.01126637591597,6.605436518757827
300750.SZ,2026-04-09,394.1,394.28,386.66,389.99,391.3,-1.31,-0.3348,259551.99,10132744.607,50.03876510523613,4.838819507305118,8.253783730213438,-6.829928445816641,400.54049999999995,8.524605547285798,417.58971109457156,383.49128890542835,25.056750725370172,32.359761159067375,10.450729857975773
300750.SZ,2026-04-10,394.0,419.0,392.68,416.0,389.99,26.01,6.6694,507887.02,20752496.341,62.23393239797025,6.139260515872365,7.830879087345224,-3.383237142945717,401.5655,9.099699517883149,419.7648990357663,383.3661009642337,47.37187807177881,37.36380012997118,67.38803395539406
300750.SZ,2026-04-13,418.0,433.33,416.0,427.13,416.0,11.13,2.6755,412399.24,17625505.878,66.05251112003552,7.976024718984888,7.859908213673157,0.23223301062346202,403.072,10.663748526271224,424.3994970525425,381.74450294745753,60.92795986678259,45.21852004224165,92.34683951586445
300750.SZ,2026-04-14,421.5,432.49,414.4,430.79,427.13,3.66,0.8569,442208.26,18663656.303,67.22605493243552,9.616155935452127,8.211157758028952,2.8099963548463514,404.1915,12.301967012164907,428.79543402432984,379.5875659756702,72.31874279184684,54.25192762544338,108.45237312465379
300750.SZ,2026-04-15,438.88,439.46,427.07,431.0,430.79,0.21,0.0487,373536.28,16122379.46,67.29591300119945,10.808325339402757,8.730591274303713,4.155468130198088,405.4915,13.687626865548989,432.86675373109796,378.116246268902,76.68124339765812,61.72836621618163,106.5869977606111
300750.SZ,2026-04-16,441.0,460.0,433.02,453.98,431.0,22.98,5.3318,635062.18,28517416.468,73.86162527203207,13.452351791621652,9.6749433777673,7.554816827708702,408.0895,17.41711604473487,442.9237320894697,373.2552679105303,81.89822459262209,68.45165234166177,108.79136909454272
300750.SZ,2026-04-17,455.96,457.64,441.01,444.2,453.98,-9.78,-2.1543,365358.48,16290232.436,67.63799143280195,14.590408393313112,10.658036380876464,7.864744024873296,410.2745,19.076916189881423,448.4283323797628,372.12066762023716,81.22387477405645,72.70905981912667,98.25350468391602
300750.SZ,2026-04-20,433.0,437.9,426.01,432.5,444.2,-11.7,-2.6339,529278.21,22768028.85,61.014459527190446,14.382442387307151,11.402917582162601,5.9590496102890995,411.2495,19.711308396049734,450.6721167920995,371.82688320790055,74.98371944304427,73.46727969376586,78.01659894160107
300750.SZ,2026-04-21,435.0,450.13,425.1,447.6,432.5,15.1,3.4913,577745.62,25412275.749,65.68492013266334,15.260161985025434,12.174366462735168,6.171591044580531,413.53000000000003,21.16822942151929,455.86645884303863,371.19354115696143,77.68662834244948,74.87372924332706,83.31242654069433
300750.SZ,2026-04-22,441.01,447.97,433.13,436.35,440.69,-4.34,-0.9848,460254.32,20173924.648,59.924903279809044,14.876493157197615,12.714791801627658,4.323402711139913,415.49800000000005,21.37818012046692,458.25436024093386,372.74163975906623,73.4141792435502,74.38721257673477,71.46811257718105
300750.SZ,2026-04-23,443.5,443.6,435.0,438.9,436.35,2.55,0.5844,354309.66,15566836.621,60.76476289899642,14.609784039586657,13.09379024921946,3.031987580734395,417.55249999999995,21.562484446980687,460.6774688939613,374.4275311060386,66.85214288751298,71.87552268032749,56.80538330188398
300750.SZ,2026-04-24,442.0,448.45,438.0,444.9,438.9,6.0,1.3671,395424.97,17517374.359,62.74324835299888,14.712963117930371,13.417624822961644,2.5906765899374555,419.6725,22.08273197128826,463.83796394257655,375.5070360574235,66.86341689576886,70.20482075214127,60.180609183024046
300750.SZ,2026-04-27,444.63,448.76,433.8,434.88,444.9,-10.02,-2.2522,330612.83,14514326.132,57.526215863386646,13.826816092496756,13.499463076868667,0.654706031256179,420.60749999999996,22.32166751811882,465.2508350362376,375.9641649637623,53.91658547588027,64.7754089933876,32.19893844086562
