交易日期,收盘价,MA20,MA60,信号(1买/-1卖/0无),持仓状态,策略日收益率,累计收益率,策略净值,回撤幅度
2025-08-06,265.0,274.1135,272.62791666666664,0,1,-0.0026345502446367686,0.0014360214647415326,100143.60214647415,-0.005553887721405194
2025-08-07,263.05,273.666,272.2448,0,1,-0.0073584905660376565,-0.005933036051697038,99406.6963948303,-0.012871510057039954
2025-08-08,263.48,273.265,271.90769230769234,0,1,0.0016346702147880254,-0.00430806439422593,99569.1935605774,-0.011257880516361535
2025-08-11,263.66,273.023,271.6022222222222,0,1,0.0006831638074995539,-0.0036278437004009234,99637.2156299599,-0.010582407685379996
2025-08-12,263.25,272.798,271.30392857142857,0,1,-0.0015550329970417387,-0.005177235280780401,99482.27647192196,-0.012120984689282768
2025-08-13,273.6,273.258,271.38310344827585,0,1,0.0393162393162394,0.03393545461416325,103393.54546141633,0.0
2025-08-14,279.89,273.9775,271.6666666666667,0,1,0.0229897660818712,0.057705388859496054,105770.5388859496,0.0
2025-08-15,280.67,274.451,271.95709677419353,0,1,0.0027868091035765374,0.06065301186607175,106065.30118660718,0.0
2025-08-18,283.0,274.618,272.3021875,0,1,0.008301564114440385,0.06945809084725219,106945.80908472522,0.0
2025-08-19,277.8,274.175,272.46878787878785,0,1,-0.0183745583038869,0.04980727080341585,104980.72708034159,-0.018374558303886783
2025-08-20,279.2,273.784,272.6667647058824,0,1,0.005039596832253412,0.05509787619983331,105509.78761998333,-0.013427561837455805
2025-08-21,279.0,273.47400000000005,272.8477142857143,0,1,-0.0007163323782234388,0.05434207542891656,105434.20754289166,-0.014134275618374438
2025-08-22,287.18,273.69300000000004,273.24583333333334,0,1,0.029318996415770737,0.08525432695941326,108525.43269594133,0.0
2025-08-25,290.28,273.892,273.7062162162162,0,1,0.010794623581029228,0.09696923890862341,109696.92389086234,0.0
2025-08-26,289.5,273.776,274.1218421052631,-1,0,-0.0,0.09696923890862341,109696.92389086234,0.0
2025-08-27,278.3,273.8365,274.22897435897437,0,0,-0.0,0.09696923890862341,109696.92389086234,0.0
2025-08-28,277.41,274.476,274.3085,1,1,-0.0031979877829679815,0.09346114468430189,109346.11446843018,-0.0031979877829680517
2025-08-29,306.18,276.6315,275.0858536585366,0,1,0.10370931112793325,0.20686324674467227,120686.32467446722,0.0
2025-09-01,304.0,278.50750000000005,275.7742857142857,0,1,-0.0071199947743157965,0.19827038673453634,119827.03867345363,-0.007119994774315843
2025-09-02,302.87,280.36600000000004,276.40441860465114,0,1,-0.003717105263157827,0.1938162895733193,119381.62895733194,-0.01081063426742425
2025-09-03,309.0,282.56600000000003,277.14522727272725,0,1,0.020239706804899837,0.2179787812531968,121797.87812531968,0.0
2025-09-04,304.03,284.615,277.74266666666665,0,1,-0.016084142394822143,0.19838863710164856,119838.86371016485,-0.016084142394822105
2025-09-05,325.11,287.69649999999996,278.7723913043478,0,1,0.06933526296747039,0.28147922839231976,128147.92283923198,0.0
2025-09-08,325.37,290.782,279.76382978723404,0,1,0.000799729322383147,0.2825040649072901,128250.406490729,0.0
2025-09-09,320.0,293.61949999999996,280.6020833333333,0,1,-0.016504287426622022,0.26133724919424894,126133.7249194249,-0.016504287426622005
2025-09-10,316.04,295.74150000000003,281.325306122449,0,1,-0.012374999999999914,0.2457282007354702,124572.82007354702,-0.02867504686971757
2025-09-11,322.55,297.8745,282.14979999999997,0,1,0.020598658397671166,0.27138853039876576,127138.85303987657,-0.008667055967052868
2025-09-12,325.0,300.091,282.99,0,1,0.0075957215935513744,0.2810456437129092,128104.56437129092,-0.001137166917662921
2025-09-15,354.7,303.67600000000004,284.3690384615385,0,1,0.0913846153846154,0.3981135071537505,139811.35071537504,0.0
2025-09-16,353.42,307.457,285.6718867924528,0,1,-0.0036086833944177776,0.3930681581569735,139306.81581569734,-0.0036086833944178414
2025-09-17,377.1,312.352,287.365,0,1,0.0670024333654009,0.48640711459734787,148640.7114597348,0.0
2025-09-18,366.89,316.7465,288.8109090909091,0,1,-0.027075046406788705,0.44616257299024387,144616.25729902438,-0.027075046406788764
2025-09-19,368.49,320.812,290.23375,0,1,0.004360980130284409,0.4524692592362154,145246.92592362154,-0.022832140015910742
2025-09-22,370.05,324.8005,291.63403508771927,0,1,0.004233493446226477,0.4586182783260373,145861.82783260374,-0.01869530628480494
2025-09-23,368.15,328.733,292.953275862069,0,1,-0.005134441291717473,0.4511290884089463,145112.90884089464,-0.023733757623972358
2025-09-24,379.93,333.8145,294.42745762711866,0,1,0.03199782697270148,0.4975620658949098,149756.206589491,0.0
2025-09-25,392.85,339.5865,296.06783333333334,0,1,0.034006264311847056,0.5484885573311278,154848.85573311278,0.0
2025-09-26,380.4,343.2975,297.97783333333336,0,1,-0.03169148529973287,0.49941465497966386,149941.4654979664,-0.03169148529973281
2025-09-29,397.37,347.966,300.2525,0,1,0.044610935856992606,0.5663049459759963,156630.49459759964,0.0
2025-09-30,402.0,352.9225,302.564,0,1,0.011651609331353674,0.5845549193002757,158455.49193002758,0.0
2025-10-09,409.89,357.967,304.88216666666665,0,1,0.019626865671641847,0.6156547658507214,161565.47658507215,0.0
2025-10-10,381.95,361.863,306.7146666666667,0,1,-0.06816462953475322,0.5055242572804486,150552.42572804485,-0.06816462953475326
2025-10-13,374.5,364.33250000000004,308.4313333333333,0,1,-0.019505170833878704,0.47615874944764514,147615.8749447645,-0.08634023762472849
2025-10-14,358.0,365.96400000000006,309.923,0,1,-0.044058744993324406,0.4111210475360667,141112.10475360666,-0.12659494010588196
2025-10-15,369.3,368.42900000000003,311.6155,0,1,0.03156424581005579,0.45566201914823856,145566.20191482385,-0.09902656810363751
2025-10-16,368.5,371.052,313.35049999999995,0,1,-0.0021662604928243123,0.4525086760252528,145250.86760252528,-0.10097831125423892
2025-10-17,358.14,372.8315,314.8945,0,1,-0.028113975576662176,0.41167288258258883,141167.2882582589,-0.12625338505452682
2025-10-20,366.5,374.9065,316.4828333333333,0,1,0.023342826827497776,0.44462531821778883,144462.5318217789,-0.10585766913074228
2025-10-21,375.9,375.9665,318.08683333333335,0,1,0.025648021828103662,0.4816770999128699,148167.70999128697,-0.08292468711117619
2025-10-22,372.86,376.9385,319.5235,0,1,-0.008087257249268287,0.46969439604552465,146969.43960455246,-0.09034131108346129
2025-10-23,376.45,376.906,321.014,0,1,0.009628278710507976,0.48384502330992274,148384.50233099228,-0.08158286369513745
2025-10-24,385.77,377.85,322.69016666666664,0,1,0.024757603931464978,0.5205814706927052,152058.14706927052,-0.05884505599063146
2025-10-27,386.18,378.73449999999997,324.4131666666666,0,1,0.0010628094460429782,0.5221975590432353,152219.75590432354,-0.05784478762594821
2025-10-28,386.48,379.556,326.08283333333327,0,1,0.0007768398156300371,0.523380062714355,152338.0062714355,-0.057112883944472684
2025-10-29,400.0,381.1485,327.8858333333333,0,1,0.0349824052991099,0.576671561492812,157667.1561492812,-0.024128424699309443
2025-10-30,398.29,382.0665,329.9058333333333,0,1,-0.004274999999999918,0.5699312905674303,156993.12905674303,-0.028300275683719806
2025-10-31,388.77,381.86249999999995,331.975,0,1,-0.023902181827311852,0.5324065074039013,153240.65074039012,-0.05152601917587633
2025-11-03,386.86,382.1855,334.03816666666665,0,1,-0.004912930524474501,0.5248779006977733,152487.79006977731,-0.05618580594793705
2025-11-04,378.95,381.2645,335.9126666666667,0,1,-0.020446673215116618,0.493699220569253,149369.9220569253,-0.07548366634950802
2025-11-05,388.7,380.5995,337.9626666666667,0,1,0.02572898799313883,0.5321305898806401,153213.058988064,-0.0516967967015539
2025-11-06,394.68,379.839,340.12399999999997,0,1,0.01538461538461533,0.5557018297249576,155570.18297249576,-0.03710751665080853
2025-11-07,395.37,380.51,342.32933333333335,0,1,0.0017482517482516613,0.5584215881685326,155842.15881685325,-0.03542413818341501
2025-11-10,384.51,381.0105,344.3465,0,1,-0.027467941421959186,0.5156149552740028,151561.4955274003,-0.06191905145282862
2025-11-11,385.6,382.3905,346.3788333333334,0,1,0.002834776728823707,0.5199113852790707,151991.13852790705,-0.059259801410134386
2025-11-12,386.38,383.24449999999996,348.431,0,1,0.0020228215767634783,0.5229858948239816,152298.58948239815,-0.05735685183829804
2025-11-13,415.6,385.5995,350.79766666666666,0,1,0.07562503235157103,0.6381617523910317,163816.17523910318,0.0
2025-11-14,404.12,387.8985,352.8681666666667,0,1,-0.027622714148219485,0.5929112785761879,159291.1278576188,-0.027622714148219537
2025-11-17,390.78,389.1125,354.70333333333326,0,1,-0.03300999703058505,0.5403292820004024,154032.92820004025,-0.059720885466795194
2025-11-18,385.0,389.5675,356.4033333333333,0,1,-0.014790930958595516,0.5175463779368314,151754.63779368316,-0.07362848893166511
2025-11-19,391.1,390.47950000000003,358.2916666666667,0,1,0.015844155844155994,0.541590619249597,154159.0619249597,-0.058950914340712195
2025-11-20,379.39,390.6265,359.96150000000006,0,1,-0.02994119151112251,0.4954335592868948,149543.35592868947,-0.08712704523580378
2025-11-21,370.0,389.838,361.4781666666667,0,1,-0.024750256991486252,0.45842119438085116,145842.11943808512,-0.10972088546679497
2025-11-24,370.55,389.0565,362.8676666666667,0,1,0.0014864864864865268,0.4605891177779038,146058.91177779037,-0.10839749759384028
2025-11-25,372.36,388.3505,364.23566666666665,0,1,0.00488463095398739,0.46772355659365883,146772.3556593659,-0.1040423484119345
2025-11-26,372.82,386.9915,365.6243333333333,0,1,0.0012353636265978185,0.4695367288893755,146953.67288893755,-0.10293551491819057
2025-11-27,371.2,385.637,367.17266666666666,0,1,-0.0043452604474009116,0.4631512090653296,146315.12090653295,-0.10683349374398471
2025-11-28,373.2,384.8585,368.7691666666667,0,1,0.005387931034482651,0.47103456687279355,147103.45668727937,-0.10202117420596729
2025-12-01,382.97,384.664,370.049,0,1,0.026178992497320586,0.5095447697622557,150954.47697622556,-0.07851299326275266
2025-12-02,380.08,384.7205,371.317,0,1,-0.007546282998668441,0.49815331773047,149815.331773047,-0.08546679499518779
2025-12-03,376.08,384.0895,372.5371666666667,0,1,-0.010524100189433838,0.48238660211554185,148238.66021155418,-0.09509143407122243
2025-12-04,383.35,383.523,373.77633333333335,0,1,0.01933099340565847,0.5110426077456738,151104.26077456737,-0.07759865255052939
2025-12-05,389.09,383.209,375.1940000000001,0,1,0.014973262032085488,0.5336678446530956,153366.78446530955,-0.0637872954764197
2025-12-08,392.5,383.6085,376.3171666666667,0,1,0.008764039168315918,0.5471089697148219,154710.8969714822,-0.05558229066410001
2025-12-09,387.59,383.70799999999997,377.3541666666667,0,1,-0.012509554140127443,0.5277553262974977,152775.53262974977,-0.06739653512993259
2025-12-10,382.38,383.508,378.3938333333333,0,1,-0.0134420392682989,0.5072191792090539,150721.9179209054,-0.0799326275264676
2025-12-11,388.99,382.1775,379.60966666666667,0,1,0.01728646895758157,0.5332736767627229,153327.3676762723,-0.06402791145332022
2025-12-12,391.8,381.56149999999997,380.7638333333333,0,1,0.007223836088331215,0.5443497944822098,154434.97944822098,-0.05726660250240592
2025-12-15,385.5,381.2975,381.77216666666664,-1,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2025-12-16,378.41,380.968,382.1673333333334,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2025-12-17,383.42,380.584,382.6673333333334,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2025-12-18,372.0,380.21450000000004,382.5823333333334,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2025-12-19,374.0,380.41450000000003,382.7008333333334,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2025-12-22,371.84,380.479,382.7566666666667,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2025-12-23,378.1,380.76599999999996,382.8908333333333,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2025-12-24,375.6,380.90500000000003,383.015,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2025-12-25,373.01,380.9955,382.89966666666663,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2025-12-26,374.43,381.057,382.5926666666667,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2025-12-29,369.31,380.374,382.4078333333333,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2025-12-30,369.2,379.83000000000004,381.93833333333333,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2025-12-31,367.26,379.389,381.3593333333334,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-01-05,377.5,379.0965,380.8195,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-01-06,373.99,378.3415,380.6868333333333,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-01-07,371.01,377.267,380.6286666666667,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-01-08,369.21,376.34799999999996,380.8155,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-01-09,369.23,375.69050000000004,380.81433333333337,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-01-12,361.68,374.325,380.7006666666667,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-01-13,359.0,372.68500000000006,380.71500000000003,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-01-14,353.98,371.10900000000004,380.5063333333334,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-01-15,353.75,369.876,380.13716666666664,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-01-16,352.32,368.321,379.7948333333333,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-01-19,348.9,367.166,379.33566666666667,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-01-20,349.6,365.946,378.73283333333336,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-01-21,349.81,364.84450000000004,378.1266666666667,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-01-22,345.8,363.22950000000003,377.4486666666667,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-01-23,347.0,361.79949999999997,376.56533333333334,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-01-26,342.05,360.2515,375.628,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-01-27,339.4,358.5,374.8051666666667,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-01-28,339.99,357.034,374.024,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-01-29,341.89,355.6685,373.4063333333333,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-01-30,350.0,354.8055,372.76133333333325,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-02-02,348.98,353.37949999999995,371.9996666666667,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-02-03,347.91,352.07550000000003,371.20866666666666,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-02-04,365.03,351.7765,370.884,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-02-05,362.94,351.46299999999997,370.5063333333333,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-02-06,369.11,351.457,370.2185,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-02-09,368.82,351.81399999999996,369.4388333333333,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-02-10,364.97,352.1125,368.78633333333335,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-02-11,368.0,352.81350000000003,368.4066666666667,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-02-12,375.87,353.9195,368.2545,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-02-13,365.34,354.5705,367.82516666666663,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-02-24,361.95,355.223,367.5345,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-02-25,362.18,355.85200000000003,367.40416666666664,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-02-26,346.0,355.66150000000005,366.995,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-02-27,342.01,355.472,366.4891666666666,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-03-02,340.22,355.133,365.9458333333333,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-03-03,344.07,355.234,365.4936666666666,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-03-04,338.9,355.209,364.92199999999997,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-03-05,350.25,355.72200000000004,364.3766666666667,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-03-06,354.77,356.366,363.95483333333334,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-03-09,357.5,356.741,363.64516666666674,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-03-10,376.3,358.107,363.5276666666667,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-03-11,396.8,360.5515,363.65616666666665,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-03-12,395.5,362.075,363.70616666666666,0,0,-0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-03-13,397.0,363.778,363.863,0,0,0.0,0.5443497944822098,154434.97944822098,-0.05726660250240592
2026-03-16,408.4,365.74249999999995,364.29666666666674,1,1,0.028715365239294632,0.588696362887996,158869.6362887996,-0.03019566866998139
2026-03-17,405.0,367.5515,364.56350000000003,0,1,-0.008325171400587639,0.5754701933634632,157547.0193363463,-0.03826945595333626
2026-03-18,402.02,369.404,364.73383333333334,0,1,-0.007358024691358045,0.5638778447801962,156387.78447801963,-0.04534589304286465
2026-03-19,400.5,371.029,364.98383333333334,0,1,-0.0037809064225660105,0.5579649689927582,155796.4968992758,-0.04895535088718797
2026-03-20,413.0,372.8855,365.5603333333333,0,1,0.03121098626716612,0.606590592244717,160659.0592244717,-0.01927230940426606
2026-03-23,401.99,374.71799999999996,365.8698333333333,0,1,-0.02665859564164652,0.5637611432843916,156376.11432843917,-0.045417132342423595
2026-03-24,396.99,376.46999999999997,366.28633333333335,0,1,-0.012438120351252469,0.5443108939836083,154431.08939836084,-0.05729034893559218
2026-03-25,397.81,378.25149999999996,366.68316666666664,0,1,0.0020655432126752693,0.5475007348689367,154750.07348689367,-0.05534314141431263
2026-03-26,402.5,381.0765,367.1941666666666,0,1,0.011789547774063047,0.5657450687130716,156574.50687130715,-0.04420606424992046
2026-03-27,416.18,384.785,367.8288333333333,0,1,0.033987577639751576,0.6189609508000153,161896.09508000154,-0.011720943651010778
2026-03-30,413.0,388.424,368.4521666666667,0,1,-0.007640924599932708,0.606590592244717,160659.0592244717,-0.01927230940426606
2026-03-31,401.7,391.30550000000005,368.93033333333335,0,1,-0.027360774818401934,0.5626330288249464,156263.30288249464,-0.046105778904827324
2026-04-01,405.71,394.646,369.45166666666665,0,1,0.009982574060243943,0.5782321287641747,157823.21287641747,-0.03658345919710606
2026-04-02,401.17,397.192,369.9826666666667,0,1,-0.011190259052032192,0.5605713023990635,156057.13023990634,-0.04736433986370314
2026-04-03,386.46,398.77650000000006,370.2703333333333,0,1,-0.03666774684049168,0.5033486689561582,150334.86689561582,-0.08229534308080552
2026-04-07,384.59,400.131,370.55916666666667,0,1,-0.004838793148061904,0.49607427571766505,149607.42757176652,-0.08673592608665064
2026-04-08,391.3,400.881,370.78916666666663,0,1,0.017447151511999826,0.5221765102793166,152217.65102793166,-0.07080206941861827
2026-04-09,389.99,400.54049999999995,371.0558333333334,0,1,-0.0033478149757220077,0.5170805449625111,151708.0544962511,-0.07391285216602862
2026-04-10,416.0,401.5655,371.8056666666667,0,1,0.06669401779532813,0.6182607418251869,161826.0741825187,-0.01214837944836498
2026-04-13,427.13,403.072,372.77099999999996,0,1,0.026754807692307647,0.6615569967687309,166155.6996768731,0.0
2026-04-14,430.79,404.1915,373.79699999999997,0,1,0.008568819797251548,0.6757945792569047,167579.45792569045,0.0
2026-04-15,431.0,405.4915,374.95233333333334,0,1,0.0004874764966689149,0.6766114897275375,167661.14897275376,0.0
2026-04-16,453.98,408.0895,376.5353333333333,0,1,0.053317865429234335,0.7660048355139384,176600.48355139385,0.0
2026-04-17,444.2,410.2745,378.039,0,1,-0.021542799242257438,0.7279601478816058,172796.01478816057,-0.02154279924225752
2026-04-20,432.5,411.2495,379.3515,0,1,-0.026339486717694705,0.6824465645177724,168244.65645177723,-0.04731485968544881
2026-04-21,447.6,413.53000000000003,380.9395,0,1,0.03491329479768801,0.7411863174061388,174118.63174061387,-0.01405348253227015
2026-04-22,436.35,415.49800000000005,382.397,0,1,-0.025134048257372643,0.6974232564793759,169742.3256479376,-0.03883430988149249
2026-04-23,438.9,417.55249999999995,383.88533333333334,0,1,0.005843932622894288,0.7073428836227751,170734.2883622775,-0.03321732234900242
2026-04-24,444.9,419.6725,385.47016666666667,0,1,0.0136705399863295,0.7306831827837152,173068.31827837153,-0.0200008810960837
2026-04-27,434.88,420.60749999999996,386.95483333333334,0,1,-0.022521915037086893,0.6917048831849453,169170.48831849452,-0.042072337988457796
2026-04-28,427.67,421.341,388.2993333333333,0,1,-0.01657928623988225,0.6636576236932155,166365.76236932154,-0.05795409489404834
2026-04-29,445.0,423.506,390.0151666666667,0,1,0.04052189772488135,0.731072187769731,173107.2187769731,-0.01978060707520166
2026-04-30,436.0,425.02049999999997,391.62516666666664,0,1,-0.020224719101123556,0.6960617390283208,169606.1739028321,-0.03960526895457956
2026-05-06,460.0,427.962,393.62533333333334,0,1,0.05504587155963292,0.7894229356720814,178942.29356720814,0.0
2026-05-07,451.64,431.221,395.4545,0,1,-0.018173913043478263,0.7569021188411715,175690.21188411716,-0.018173913043478124
2026-05-08,437.0,433.8415,396.9045,0,1,-0.03241519794526615,0.6999517888884774,169995.17888884773,-0.04999999999999999
2026-05-11,446.11,436.582,398.5233333333333,0,1,0.020846681922196852,0.7353901431145051,173539.0143114505,-0.03019565217391292
2026-05-12,431.25,438.645,399.9123333333333,0,1,-0.03331017013741011,0.6775840021925765,167758.40021925766,-0.062499999999999827
2026-05-13,434.05,439.54749999999996,401.06266666666664,0,1,0.006492753623188463,0.6884761418010155,168847.61418010155,-0.05641304347826063
2026-05-14,427.0,439.541,402.13033333333334,0,1,-0.01624236839073845,0.6610512902869106,166105.12902869107,-0.07173913043478242
2026-05-15,423.6,439.18149999999997,403.0385,0,1,-0.007962529274004648,0.6478251207623777,164782.51207623776,-0.07913043478260864
2026-05-18,417.23,438.49299999999994,403.8453333333334,0,1,-0.015037771482530715,0.6230455031531796,162304.55031531796,-0.0929782608695651
2026-05-19,417.92,436.68999999999994,404.7278333333333,0,1,0.0016537641109219958,0.6257296375566876,162572.96375566875,-0.0914782608695652
2026-05-20,414.75,435.2174999999999,405.50699999999995,0,1,-0.007585183767228165,0.613398179499991,161339.8179499991,-0.0983695652173912
2026-05-21,411.63,434.174,406.103,0,1,-0.00752260397830018,0.601261223936302,160126.1223936302,-0.10515217391304332
2026-05-22,411.16,432.35200000000003,406.8666666666667,0,1,-0.00114180210383108,0.5994329005020285,159943.29005020284,-0.10617391304347817
2026-05-25,402.88,430.6785,407.54883333333333,0,1,-0.02013814573402084,0.567223287659931,156722.3287659931,-0.12417391304347815
2026-05-26,402.5,428.8585,408.22083333333336,0,1,-0.0009432088959491214,0.5657450687130716,156574.50687130715,-0.12499999999999982
2026-05-27,414.8,427.3535,409.3675,0,1,0.03055900621118024,0.6135926819929991,161359.2681992999,-0.09826086956521717
2026-05-28,415.68,426.3935,410.5953333333334,0,1,0.002121504339440694,0.617015925869937,161701.5925869937,-0.0963478260869562
2026-05-29,424.0,426.21000000000004,411.9916666666667,0,1,0.02001539645881456,0.6493811407064409,164938.1140706441,-0.07826086956521691
2026-06-01,420.1,424.965,413.2588333333333,0,1,-0.009198113207547154,0.6342099462518298,163420.99462518297,-0.08673913043478228
2026-06-02,433.89,424.8595,414.842,0,1,0.03282551773387277,0.6878537338233905,168785.37338233905,-0.056760869565217094
2026-06-03,426.42,423.18050000000005,416.1115,0,1,-0.017216345156606416,0.6587950613680202,165879.50613680203,-0.07299999999999954
2026-06-04,408.2,421.0085,417.002,0,1,-0.04272782702499889,0.5879183529159651,158791.8352915965,-0.11260869565217352
2026-06-05,403.0,419.3085,417.76033333333334,0,1,-0.01273885350318471,0.5676900936431502,156769.00936431502,-0.12391304347826052
2026-06-08,393.02,416.654,418.039,-1,0,-0.0,0.5676900936431502,156769.00936431502,-0.12391304347826052
2026-06-09,399.5,415.0665,418.084,0,0,0.0,0.5676900936431502,156769.00936431502,-0.12391304347826052
2026-06-10,388.5,412.78899999999993,417.96733333333333,0,0,-0.0,0.5676900936431502,156769.00936431502,-0.12391304347826052
2026-06-11,382.2,410.549,417.7206666666667,0,0,-0.0,0.5676900936431502,156769.00936431502,-0.12391304347826052
2026-06-12,394.85,409.11150000000004,417.4948333333333,0,0,0.0,0.5676900936431502,156769.00936431502,-0.12391304347826052
