交易日期,收盘价,MA5,MA15,信号(1买/-1卖/0无),持仓状态,策略日收益率,累计收益率,策略净值,回撤幅度
2025-07-04,265.8,265.8,265.8,0,0,,,,
2025-07-07,260.89,263.345,263.345,0,0,-0.0,0.0,100000.0,0.0
2025-07-08,263.31,263.3333333333333,263.3333333333333,0,0,0.0,0.0,100000.0,0.0
2025-07-09,270.8,265.2,265.2,0,0,0.0,0.0,100000.0,0.0
2025-07-10,272.0,266.56,266.56,0,0,0.0,0.0,100000.0,0.0
2025-07-11,271.5,267.7,267.3833333333333,1,1,-0.0018382352941176405,-0.0018382352941176405,99816.17647058824,-0.0018382352941176214
2025-07-14,268.5,269.222,267.54285714285714,0,1,-0.011049723756906049,-0.012867647058823484,98713.23529411765,-0.012867647058823496
2025-07-15,267.75,270.11,267.56875,0,1,-0.0027932960893854997,-0.015625,98437.5,-0.015625
2025-07-16,264.4,268.83000000000004,267.21666666666664,0,1,-0.012511671335200814,-0.027941176470588247,97205.88235294117,-0.027941176470588254
2025-07-17,265.5,267.53000000000003,267.04499999999996,0,1,0.004160363086233021,-0.023897058823529438,97610.29411764706,-0.02389705882352937
2025-07-18,271.2,267.46999999999997,267.4227272727273,0,1,0.021468926553672274,-0.002941176470588336,99705.88235294116,-0.002941176470588398
2025-07-21,279.66,269.702,268.4425,0,1,0.031194690265486935,0.028161764705882497,102816.17647058825,0.0
2025-07-22,286.66,273.48400000000004,269.8438461538462,0,1,0.025030394049917692,0.053897058823529465,105389.70588235295,0.0
2025-07-23,287.02,278.008,271.07071428571425,0,1,0.0012558431591431773,0.05522058823529408,105522.05882352941,0.0
2025-07-24,285.2,281.948,272.0126666666667,0,1,-0.006341021531600544,0.04852941176470593,104852.94117647059,-0.006341021531600602
2025-07-25,282.8,284.268,273.14599999999996,0,1,-0.008415147265077083,0.03970588235294126,103970.58823529413,-0.014702808166678207
2025-07-28,286.3,285.596,274.84000000000003,0,1,0.012376237623762387,0.05257352941176485,105257.35294117649,-0.00250853599052313
2025-07-29,291.82,286.628,276.74066666666664,0,1,0.019280475026196342,0.07286764705882365,107286.76470588236,0.0
2025-07-30,277.09,284.642,277.15999999999997,0,1,-0.050476321019806814,0.018713235294117725,101871.32352941178,-0.050476321019806716
