交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(千元)
20260417,455.96,457.64,441.01,444.2,453.98,-9.78,-2.1543,365358.48,16290232.436
20260420,433.0,437.9,426.01,432.5,444.2,-11.7,-2.6339,529278.21,22768028.85
20260421,435.0,450.13,425.1,447.6,432.5,15.1,3.4913,577745.62,25412275.749
20260422,441.01,447.97,433.13,436.35,440.69,-4.34,-0.9848,460254.32,20173924.648
20260423,443.5,443.6,435.0,438.9,436.35,2.55,0.5844,354309.66,15566836.621
20260424,442.0,448.45,438.0,444.9,438.9,6.0,1.3671,395424.97,17517374.359
20260427,444.63,448.76,433.8,434.88,444.9,-10.02,-2.2522,330612.83,14514326.132
20260428,426.19,433.3,423.0,427.67,434.88,-7.21,-1.6579,350121.13,14992134.063
20260429,432.0,445.15,428.0,445.0,427.67,17.33,4.0522,376335.6,16473164.318
20260430,446.5,449.5,436.0,436.0,445.0,-9.0,-2.0225,298120.94,13127297.982
20260506,457.5,465.88,448.63,460.0,436.0,24.0,5.5046,473727.18,21679900.613
20260507,468.75,468.75,447.0,451.64,460.0,-8.36,-1.8174,386212.74,17551196.925
20260508,449.0,455.5,436.2,437.0,451.64,-14.64,-3.2415,366048.51,16224287.222
20260511,440.0,450.51,435.1,446.11,437.0,9.11,2.0847,341901.01,15198345.088
20260512,446.59,446.85,429.29,431.25,446.11,-14.86,-3.331,341514.97,14869224.128
20260513,431.01,436.58,427.08,434.05,431.25,2.8,0.6493,316858.23,13668347.814
20260514,449.38,450.45,427.0,427.0,434.05,-7.05,-1.6242,347046.14,15157645.64
20260515,428.08,431.5,421.0,423.6,427.0,-3.4,-0.7963,297048.93,12638150.862
20260518,420.58,422.9,414.0,417.23,423.6,-6.37,-1.5038,284983.47,11894351.176
20260519,415.86,419.9,406.8,417.92,417.23,0.69,0.1654,260876.68,10805349.153
20260520,417.0,422.99,412.66,414.75,417.92,-3.17,-0.7585,281190.31,11734883.868
20260521,419.87,427.62,411.42,411.63,414.75,-3.12,-0.7523,338671.72,14239107.293
20260522,414.7,416.5,410.0,411.16,411.63,-0.47,-0.1142,277883.81,11472585.703
20260525,411.28,414.5,400.0,402.88,411.16,-8.28,-2.0138,381977.1,15479408.962
20260526,406.19,408.77,400.36,402.5,402.88,-0.38,-0.0943,350627.03,14152427.064
20260527,413.92,428.9,411.29,414.8,402.5,12.3,3.0559,533728.88,22373358.897
20260528,420.0,420.58,406.2,415.68,414.8,0.88,0.2122,327771.49,13502296.107
20260529,423.0,430.86,416.55,424.0,415.68,8.32,2.0015,498118.91,21139031.904
20260601,432.1,438.24,418.18,420.1,424.0,-3.9,-0.9198,386004.52,16554495.936
20260602,425.0,437.75,423.0,433.89,420.1,13.79,3.2826,387981.6,16719046.201
20260603,437.0,437.0,420.1,426.42,433.89,-7.47,-1.7216,385526.08,16460790.913
20260604,426.42,426.9,407.18,408.2,426.42,-18.22,-4.2728,431154.62,17788218.035
20260605,407.89,412.65,402.7,403.0,408.2,-5.2,-1.2739,287389.3,11711423.57
20260608,395.8,402.68,390.7,393.02,403.0,-9.98,-2.4764,286526.36,11335280.87
20260609,399.99,401.87,388.0,399.5,393.02,6.48,1.6488,277351.47,10926469.6166
20260610,395.28,399.0,385.12,388.5,399.5,-11.0,-2.7534,244357.15,9535581.22717
20260611,386.98,391.34,380.03,382.2,388.5,-6.3,-1.6216,268654.47,10301875.9156
20260612,389.99,399.54,383.3,394.85,382.2,12.65,3.3098,414208.38,16278999.8834
20260615,402.0,407.9,393.41,398.1,394.85,3.25,0.8231,340748.82,13613555.7012
20260616,408.88,409.02,398.5,403.53,398.1,5.43,1.364,348392.62,14107808.7348
20260617,400.0,403.3,395.58,399.0,403.53,-4.53,-1.1226,250092.64,9965557.90566
20260618,400.39,409.89,389.92,391.55,399.0,-7.45,-1.8672,385481.05,15327443.707
20260622,393.0,413.33,386.0,408.98,391.55,17.43,4.4515,594648.44,23926025.746
20260623,411.0,414.04,390.73,392.51,408.98,-16.47,-4.0271,373740.94,14957779.3941
20260624,392.0,399.27,386.66,395.36,392.51,2.85,0.7261,344270.57,13521407.6757
20260625,399.88,402.55,392.58,401.9,395.36,6.54,1.6542,324046.38,12900279.0381
20260626,401.0,409.81,381.0,381.0,401.9,-20.9,-5.2003,465253.03,18133875.4675
20260629,386.96,396.0,378.2,392.36,381.0,11.36,2.9816,425259.08,16529881.6525
20260630,392.49,402.36,390.0,393.01,392.36,0.65,0.1657,270383.46,10665434.439
20260701,390.0,391.0,370.0,383.84,393.01,-9.17,-2.3333,440885.79,16758898.184
20260702,387.68,390.99,380.39,382.35,383.84,-1.49,-0.3882,340754.35,13139767.2594
20260703,381.96,387.95,379.0,380.0,382.35,-2.35,-0.6146,258849.4,9910832.54224
20260706,379.23,381.89,374.05,374.51,380.0,-5.49,-1.4447,216480.05,8167456.24112
20260707,376.0,378.88,370.76,372.49,374.51,-2.02,-0.5394,208485.82,7796643.16818
20260708,374.0,376.68,361.0,361.0,372.49,-11.49,-3.0846,270518.74,9902742.68932
20260709,361.0,376.66,360.07,375.5,361.0,14.5,4.0166,377941.62,13905775.6698
20260710,375.0,375.2,346.16,348.76,375.5,-26.74,-7.1212,556013.55,19867664.6072
20260713,349.0,362.0,348.0,359.06,348.76,10.3,2.9533,462906.81,16540015.1632
20260714,352.6,364.63,352.49,364.01,359.06,4.95,1.3786,436316.37,15701875.6819
20260715,368.01,379.99,363.08,373.0,364.01,8.99,2.4697,358492.58,13440215.2208
20260716,369.48,375.02,364.5,366.2,373.0,-6.8,-1.8231,251868.82,9290699.8804
20260717,372.3,375.24,360.0,360.0,366.2,-6.2,-1.6931,512453.36,18846714.5855
20260720,354.0,377.6,353.8,376.43,360.0,16.43,4.5639,447907.68,16632779.3989
20260721,372.67,391.0,372.5,382.2,376.43,5.77,1.5328,440360.45,16935106.6313
20260722,382.85,385.0,369.87,372.26,382.2,-9.94,-2.6007,311937.61,11690411.4042
20260723,373.0,386.0,366.01,385.99,372.26,13.73,3.6883,359409.28,13610468.7215
20260724,383.18,390.86,382.65,383.01,385.99,-2.98,-0.772,254542.24,9822803.97512
