滑点,年化收益,夏普,最大回撤
0.0,0.12676600308391262,0.4882131161253299,-0.19235106222369325
0.001,0.11775316315445727,0.45489893900848827,-0.19721709231992565
0.002,0.10880349007604395,0.4215440983296485,-0.20241962287813328
0.003,0.09991660381978984,0.3881620230248565,-0.20961725518835397
